Timestamp,Loc uncertainty,Loc permanent failure,End1 ext block
2022-06-22 10:19:41.2,2.812,False,712
2022-06-22 10:19:41.4,0.947,False,712
2022-06-22 10:19:41.6,0.955,False,712
2022-06-22 10:19:41.8,0.964,False,712
2022-06-22 10:19:42.0,0.972,False,712
2022-06-22 10:19:42.2,0.979,False,712
2022-06-22 10:19:42.4,0.987,False,712
2022-06-22 10:19:42.6,0.995,False,712
2022-06-22 10:19:42.8,1.004,False,712
2022-06-22 10:19:43.0,1.012,False,712
2022-06-22 10:19:43.2,1.021,False,712
2022-06-22 10:19:43.4,1.028,False,712
2022-06-22 10:19:43.6,1.036,False,712
2022-06-22 10:19:43.8,1.045,False,712
2022-06-22 10:19:44.0,1.053,False,712
2022-06-22 10:19:44.2,1.061,False,712
2022-06-22 10:19:44.4,1.069,False,712
2022-06-22 10:19:44.6,1.077,False,712
2022-06-22 10:19:44.8,1.086,False,712
2022-06-22 10:19:45.0,1.094,False,712
2022-06-22 10:19:45.2,1.103,False,712
2022-06-22 10:19:45.4,1.110,False,712
2022-06-22 10:19:45.6,1.119,False,712
2022-06-22 10:19:45.8,1.128,False,712
2022-06-22 10:19:46.0,1.136,False,712
2022-06-22 10:19:46.2,1.145,False,712
2022-06-22 10:19:46.4,1.152,False,712
2022-06-22 10:19:46.6,1.161,False,712
2022-06-22 10:19:46.8,1.169,False,712
2022-06-22 10:19:47.0,1.178,False,712
2022-06-22 10:19:47.2,1.186,False,712
2022-06-22 10:19:47.4,1.193,False,712
2022-06-22 10:19:47.6,1.201,False,712
2022-06-22 10:19:47.8,1.209,False,712
2022-06-22 10:19:48.0,1.217,False,712
2022-06-22 10:19:48.2,1.225,False,712
2022-06-22 10:19:48.4,1.232,False,712
2022-06-22 10:19:48.6,1.240,False,712
2022-06-22 10:19:48.8,1.248,False,712
2022-06-22 10:19:49.0,1.256,False,712
2022-06-22 10:19:49.2,1.264,False,712
2022-06-22 10:19:49.4,1.272,False,712
2022-06-22 10:19:49.6,1.280,False,712
2022-06-22 10:19:49.8,1.289,False,712
2022-06-22 10:19:50.0,1.298,False,712
2022-06-22 10:19:50.2,1.306,False,712
2022-06-22 10:19:50.4,1.314,False,712
2022-06-22 10:19:50.6,1.322,False,712
2022-06-22 10:19:50.8,1.330,False,712
2022-06-22 10:19:51.0,1.339,False,712
2022-06-22 10:19:51.2,1.347,False,712
2022-06-22 10:19:51.4,1.354,False,712
2022-06-22 10:19:51.6,1.362,False,712
2022-06-22 10:19:51.8,1.370,False,712
2022-06-22 10:19:52.0,1.378,False,712
2022-06-22 10:19:52.2,1.386,False,712
2022-06-22 10:19:52.4,1.394,False,712
2022-06-22 10:19:52.6,1.401,False,712
2022-06-22 10:19:52.8,1.408,False,712
2022-06-22 10:19:53.0,1.416,False,712
2022-06-22 10:19:53.2,1.424,False,712
2022-06-22 10:19:53.4,1.431,False,712
2022-06-22 10:19:53.6,1.438,False,712
2022-06-22 10:19:53.8,1.446,False,712
2022-06-22 10:19:54.0,1.454,False,712
2022-06-22 10:19:54.2,1.461,False,712
2022-06-22 10:19:54.4,1.469,False,712
2022-06-22 10:19:54.6,1.477,False,712
2022-06-22 10:19:54.8,1.484,False,712
2022-06-22 10:19:55.0,1.491,False,712
2022-06-22 10:19:55.2,0.968,False,712
2022-06-22 10:19:55.4,0.976,False,712
2022-06-22 10:19:55.6,0.982,False,712
2022-06-22 10:19:55.8,0.991,False,712
2022-06-22 10:19:56.0,0.999,False,712
2022-06-22 10:19:56.2,1.007,False,712
2022-06-22 10:19:56.4,1.015,False,712
2022-06-22 10:19:56.6,1.023,False,712
2022-06-22 10:19:56.8,1.031,False,712
2022-06-22 10:19:57.0,1.039,False,712
2022-06-22 10:19:57.2,1.048,False,712
2022-06-22 10:19:57.4,1.057,False,712
2022-06-22 10:19:57.6,1.065,False,712
2022-06-22 10:19:57.8,1.074,False,712
2022-06-22 10:19:58.0,1.083,False,712
2022-06-22 10:19:58.2,1.092,False,712
2022-06-22 10:19:58.4,1.102,False,712
2022-06-22 10:19:58.6,1.111,False,712
2022-06-22 10:19:58.8,1.121,False,712
2022-06-22 10:19:59.0,1.131,False,712
2022-06-22 10:19:59.2,1.141,False,712
2022-06-22 10:19:59.4,1.150,False,712
2022-06-22 10:19:59.6,1.160,False,712
2022-06-22 10:19:59.8,1.170,False,712
2022-06-22 10:20:00.0,1.180,False,712
2022-06-22 10:20:00.2,1.189,False,712
2022-06-22 10:20:00.4,1.198,False,712
2022-06-22 10:20:00.6,1.209,False,712
2022-06-22 10:20:00.8,1.220,False,712
2022-06-22 10:20:01.0,1.230,False,712
2022-06-22 10:20:01.2,0.961,False,712
2022-06-22 10:20:01.4,0.972,False,712
2022-06-22 10:20:01.6,0.982,False,712
2022-06-22 10:20:01.8,0.993,False,712
2022-06-22 10:20:02.0,1.004,False,712
2022-06-22 10:20:02.2,1.015,False,712
2022-06-22 10:20:02.4,1.024,False,712
2022-06-22 10:20:02.6,1.036,False,712
2022-06-22 10:20:02.8,1.047,False,712
2022-06-22 10:20:03.0,1.059,False,712
2022-06-22 10:20:03.2,1.069,False,712
2022-06-22 10:20:03.4,1.080,False,712
2022-06-22 10:20:03.6,1.092,False,712
2022-06-22 10:20:03.8,1.103,False,712
2022-06-22 10:20:04.0,1.113,False,712
2022-06-22 10:20:04.2,1.125,False,712
2022-06-22 10:20:04.4,1.137,False,712
2022-06-22 10:20:04.6,1.148,False,712
2022-06-22 10:20:04.8,1.159,False,712
2022-06-22 10:20:05.0,1.171,False,712
2022-06-22 10:20:05.2,1.183,False,712
2022-06-22 10:20:05.4,1.194,False,712
2022-06-22 10:20:05.6,1.205,False,712
2022-06-22 10:20:05.8,1.218,False,712
2022-06-22 10:20:06.0,1.229,False,712
2022-06-22 10:20:06.2,1.241,False,712
2022-06-22 10:20:06.4,1.253,False,712
2022-06-22 10:20:06.6,1.265,False,712
2022-06-22 10:20:06.8,1.276,False,712
2022-06-22 10:20:07.0,1.288,False,712
2022-06-22 10:20:07.2,1.299,False,712
2022-06-22 10:20:07.4,1.312,False,712
2022-06-22 10:20:07.6,1.322,False,712
2022-06-22 10:20:07.8,1.334,False,712
2022-06-22 10:20:08.0,1.346,False,712
2022-06-22 10:20:08.2,1.356,False,712
2022-06-22 10:20:08.4,1.368,False,712
2022-06-22 10:20:08.6,1.379,False,712
2022-06-22 10:20:08.8,1.390,False,712
2022-06-22 10:20:09.0,1.400,False,712
2022-06-22 10:20:09.2,1.411,False,712
2022-06-22 10:20:09.4,1.422,False,712
2022-06-22 10:20:09.6,1.433,False,712
2022-06-22 10:20:09.8,1.442,False,712
2022-06-22 10:20:10.0,1.453,False,712
2022-06-22 10:20:10.2,1.464,False,712
2022-06-22 10:20:10.4,1.475,False,712
2022-06-22 10:20:10.6,1.484,False,712
2022-06-22 10:20:10.8,1.494,False,712
2022-06-22 10:20:11.0,1.505,False,712
2022-06-22 10:20:11.2,1.515,False,712
2022-06-22 10:20:11.4,1.524,False,712
2022-06-22 10:20:11.6,1.534,False,712
2022-06-22 10:20:11.8,1.544,False,712
2022-06-22 10:20:12.0,1.554,False,712
2022-06-22 10:20:12.2,1.563,False,712
2022-06-22 10:20:12.4,1.572,False,712
2022-06-22 10:20:12.6,1.581,False,712
2022-06-22 10:20:12.8,1.591,False,712
2022-06-22 10:20:13.0,1.601,False,712
2022-06-22 10:20:13.2,1.609,False,712
2022-06-22 10:20:13.4,1.618,False,712
2022-06-22 10:20:13.6,1.627,False,712
2022-06-22 10:20:13.8,1.636,False,712
2022-06-22 10:20:14.0,1.646,False,712
2022-06-22 10:20:14.2,1.654,False,712
2022-06-22 10:20:14.4,0.967,False,712
2022-06-22 10:20:14.6,0.976,False,712
2022-06-22 10:20:14.8,0.984,False,712
2022-06-22 10:20:15.0,0.993,False,712
2022-06-22 10:20:15.2,1.003,False,712
2022-06-22 10:20:15.4,1.013,False,712
2022-06-22 10:20:15.6,1.021,False,712
2022-06-22 10:20:15.8,1.030,False,712
2022-06-22 10:20:16.0,1.040,False,712
2022-06-22 10:20:16.2,1.049,False,712
2022-06-22 10:20:16.4,1.059,False,712
2022-06-22 10:20:16.6,1.067,False,712
2022-06-22 10:20:16.8,1.077,False,712
2022-06-22 10:20:17.0,1.087,False,712
2022-06-22 10:20:17.2,1.096,False,712
2022-06-22 10:20:17.4,1.105,False,712
2022-06-22 10:20:17.6,1.115,False,712
2022-06-22 10:20:17.8,1.124,False,712
2022-06-22 10:20:18.0,1.134,False,712
2022-06-22 10:20:18.2,1.144,False,712
2022-06-22 10:20:18.4,1.152,False,712
2022-06-22 10:20:18.6,1.162,False,712
2022-06-22 10:20:18.8,1.172,False,712
2022-06-22 10:20:19.0,1.182,False,712
2022-06-22 10:20:19.2,1.191,False,712
2022-06-22 10:20:19.4,1.201,False,712
2022-06-22 10:20:19.6,1.211,False,712
2022-06-22 10:20:19.8,1.221,False,712
2022-06-22 10:20:20.0,1.230,False,712
2022-06-22 10:20:20.2,1.240,False,712
2022-06-22 10:20:20.4,1.250,False,712
2022-06-22 10:20:20.6,1.259,False,712
2022-06-22 10:20:20.8,1.269,False,712
2022-06-22 10:20:21.0,1.278,False,712
2022-06-22 10:20:21.2,1.288,False,712
2022-06-22 10:20:21.4,1.298,False,712
2022-06-22 10:20:21.6,1.307,False,712
2022-06-22 10:20:21.8,1.316,False,712
2022-06-22 10:20:22.0,1.326,False,712
2022-06-22 10:20:22.2,1.336,False,712
2022-06-22 10:20:22.4,1.346,False,712
2022-06-22 10:20:22.6,1.355,False,712
2022-06-22 10:20:22.8,1.364,False,712
2022-06-22 10:20:23.0,1.374,False,712
2022-06-22 10:20:23.2,1.384,False,712
2022-06-22 10:20:23.4,0.969,False,712
2022-06-22 10:20:23.6,0.979,False,712
2022-06-22 10:20:23.8,0.988,False,712
2022-06-22 10:20:24.0,0.998,False,712
2022-06-22 10:20:24.2,1.007,False,712
2022-06-22 10:20:24.4,1.017,False,712
2022-06-22 10:20:24.6,1.026,False,712
2022-06-22 10:20:24.8,1.035,False,712
2022-06-22 10:20:25.0,1.046,False,712
2022-06-22 10:20:25.2,1.055,False,712
2022-06-22 10:20:25.4,1.064,False,712
2022-06-22 10:20:25.6,1.074,False,712
2022-06-22 10:20:25.8,1.083,False,712
2022-06-22 10:20:26.0,1.093,False,712
2022-06-22 10:20:26.2,1.103,False,712
2022-06-22 10:20:26.4,1.113,False,712
2022-06-22 10:20:26.6,1.122,False,712
2022-06-22 10:20:26.8,1.133,False,712
2022-06-22 10:20:27.0,1.143,False,712
2022-06-22 10:20:27.2,1.152,False,712
2022-06-22 10:20:27.4,1.163,False,712
2022-06-22 10:20:27.6,1.174,False,712
2022-06-22 10:20:27.8,1.184,False,712
2022-06-22 10:20:28.0,1.194,False,712
2022-06-22 10:20:28.2,1.205,False,712
2022-06-22 10:20:28.4,1.216,False,712
2022-06-22 10:20:28.6,1.227,False,712
2022-06-22 10:20:28.8,1.237,False,712
2022-06-22 10:20:29.0,1.249,False,712
2022-06-22 10:20:29.2,1.260,False,712
2022-06-22 10:20:29.4,1.271,False,712
2022-06-22 10:20:29.6,1.283,False,712
2022-06-22 10:20:29.8,1.296,False,712
2022-06-22 10:20:30.0,1.308,False,712
2022-06-22 10:20:30.2,1.319,False,712
2022-06-22 10:20:30.4,1.332,False,712
2022-06-22 10:20:30.6,1.345,False,712
2022-06-22 10:20:30.8,1.357,False,712
2022-06-22 10:20:31.0,1.370,False,712
2022-06-22 10:20:31.2,0.974,False,712
2022-06-22 10:20:31.4,0.986,False,712
2022-06-22 10:20:31.6,1.000,False,712
2022-06-22 10:20:31.8,1.014,False,712
2022-06-22 10:20:32.0,1.027,False,712
2022-06-22 10:20:32.2,1.041,False,712
2022-06-22 10:20:32.4,1.056,False,712
2022-06-22 10:20:32.6,1.070,False,712
2022-06-22 10:20:32.8,1.085,False,712
2022-06-22 10:20:33.0,1.100,False,712
2022-06-22 10:20:33.2,1.114,False,712
2022-06-22 10:20:33.4,1.130,False,712
2022-06-22 10:20:33.6,1.146,False,712
2022-06-22 10:20:33.8,1.161,False,712
2022-06-22 10:20:34.0,1.177,False,712
2022-06-22 10:20:34.2,1.192,False,712
2022-06-22 10:20:34.4,1.208,False,712
2022-06-22 10:20:34.6,1.224,False,712
2022-06-22 10:20:34.8,1.240,False,712
2022-06-22 10:20:35.0,1.257,False,712
2022-06-22 10:20:35.2,1.272,False,712
2022-06-22 10:20:35.4,1.289,False,712
2022-06-22 10:20:35.6,1.306,False,712
2022-06-22 10:20:35.8,1.322,False,712
2022-06-22 10:20:36.0,1.339,False,712
2022-06-22 10:20:36.2,1.355,False,712
2022-06-22 10:20:36.4,1.373,False,712
2022-06-22 10:20:36.6,1.390,False,711
2022-06-22 10:20:36.8,1.407,False,711
2022-06-22 10:20:37.0,1.425,False,711
2022-06-22 10:20:37.2,1.441,False,711
2022-06-22 10:20:37.4,1.459,False,711
2022-06-22 10:20:37.6,1.477,False,711
2022-06-22 10:20:37.8,1.495,False,711
2022-06-22 10:20:38.0,1.513,False,711
2022-06-22 10:20:38.2,1.531,False,711
2022-06-22 10:20:38.4,1.549,False,711
2022-06-22 10:20:38.6,1.567,False,711
2022-06-22 10:20:38.8,1.586,False,711
2022-06-22 10:20:39.0,1.604,False,711
2022-06-22 10:20:39.2,1.623,False,711
2022-06-22 10:20:39.4,1.643,False,711
2022-06-22 10:20:39.6,1.662,False,711
2022-06-22 10:20:39.8,1.681,False,711
2022-06-22 10:20:40.0,1.701,False,711
2022-06-22 10:20:40.2,1.721,False,711
2022-06-22 10:20:40.4,1.740,False,711
2022-06-22 10:20:40.6,1.760,False,711
2022-06-22 10:20:40.8,1.780,False,711
2022-06-22 10:20:41.0,1.800,False,711
2022-06-22 10:20:41.2,1.819,False,711
2022-06-22 10:20:41.4,1.839,False,711
2022-06-22 10:20:41.6,1.858,False,711
2022-06-22 10:20:41.8,1.878,False,711
2022-06-22 10:20:42.0,1.896,False,711
2022-06-22 10:20:42.2,1.916,False,711
2022-06-22 10:20:42.4,1.935,False,711
2022-06-22 10:20:42.6,1.954,False,711
2022-06-22 10:20:42.8,1.974,False,711
2022-06-22 10:20:43.0,1.992,False,711
2022-06-22 10:20:43.2,2.011,False,711
2022-06-22 10:20:43.4,2.030,False,711
2022-06-22 10:20:43.6,2.049,False,711
2022-06-22 10:20:43.8,2.067,False,711
2022-06-22 10:20:44.0,2.085,False,711
2022-06-22 10:20:44.2,2.145,False,711
2022-06-22 10:20:44.4,2.204,False,711
2022-06-22 10:20:44.6,2.298,False,711
2022-06-22 10:20:44.8,2.392,False,711
2022-06-22 10:20:45.0,2.478,False,711
2022-06-22 10:20:45.2,2.563,False,711
2022-06-22 10:20:45.4,2.642,False,711
2022-06-22 10:20:45.6,2.720,False,711
2022-06-22 10:20:45.8,2.794,False,711
2022-06-22 10:20:46.0,2.868,False,711
2022-06-22 10:20:46.2,2.938,False,711
2022-06-22 10:20:46.4,3.005,False,711
2022-06-22 10:20:46.6,3.070,False,711
2022-06-22 10:20:46.8,3.129,False,711
2022-06-22 10:20:47.0,3.191,False,711
2022-06-22 10:20:47.2,3.246,False,711
2022-06-22 10:20:47.4,3.301,False,711
2022-06-22 10:20:47.6,3.352,False,711
2022-06-22 10:20:47.8,3.402,False,711
2022-06-22 10:20:48.0,3.453,False,711
2022-06-22 10:20:48.2,3.504,False,711
2022-06-22 10:20:48.4,3.555,False,711
2022-06-22 10:20:48.6,3.562,False,711
2022-06-22 10:20:48.8,3.571,False,711
2022-06-22 10:20:49.0,3.579,False,711
2022-06-22 10:20:49.2,3.587,False,711
2022-06-22 10:20:49.4,3.596,False,711
2022-06-22 10:20:49.6,3.604,False,711
2022-06-22 10:20:49.8,3.612,False,711
2022-06-22 10:20:50.0,3.621,False,711
2022-06-22 10:20:50.2,3.630,False,711
2022-06-22 10:20:50.4,3.640,False,711
2022-06-22 10:20:50.6,3.649,False,711
2022-06-22 10:20:50.8,3.659,False,711
2022-06-22 10:20:51.0,3.669,False,711
2022-06-22 10:20:51.2,0.965,False,711
2022-06-22 10:20:51.4,0.976,False,711
2022-06-22 10:20:51.6,0.986,False,711
2022-06-22 10:20:51.8,0.998,False,711
2022-06-22 10:20:52.0,1.009,False,711
2022-06-22 10:20:52.2,1.020,False,711
2022-06-22 10:20:52.4,1.030,False,711
2022-06-22 10:20:52.6,1.042,False,711
2022-06-22 10:20:52.8,1.053,False,711
2022-06-22 10:20:53.0,1.064,False,711
2022-06-22 10:20:53.2,1.076,False,711
2022-06-22 10:20:53.4,1.089,False,711
2022-06-22 10:20:53.6,1.101,False,711
2022-06-22 10:20:53.8,1.111,False,711
2022-06-22 10:20:54.0,1.124,False,711
2022-06-22 10:20:54.2,1.136,False,711
2022-06-22 10:20:54.4,1.147,False,711
2022-06-22 10:20:54.6,1.159,False,711
2022-06-22 10:20:54.8,1.172,False,711
2022-06-22 10:20:55.0,1.184,False,711
2022-06-22 10:20:55.2,1.196,False,711
2022-06-22 10:20:55.4,1.209,False,711
2022-06-22 10:20:55.6,1.222,False,711
2022-06-22 10:20:55.8,1.235,False,711
2022-06-22 10:20:56.0,1.249,False,711
2022-06-22 10:20:56.2,1.263,False,711
2022-06-22 10:20:56.4,1.277,False,711
2022-06-22 10:20:56.6,1.291,False,711
2022-06-22 10:20:56.8,1.305,False,711
2022-06-22 10:20:57.0,0.968,False,711
2022-06-22 10:20:57.2,0.982,False,711
2022-06-22 10:20:57.4,0.996,False,711
2022-06-22 10:20:57.6,1.011,False,711
2022-06-22 10:20:57.8,1.024,False,711
2022-06-22 10:20:58.0,1.039,False,711
2022-06-22 10:20:58.2,1.053,False,711
2022-06-22 10:20:58.4,1.067,False,711
2022-06-22 10:20:58.6,1.082,False,711
2022-06-22 10:20:58.8,1.096,False,711
2022-06-22 10:20:59.0,1.110,False,711
2022-06-22 10:20:59.2,1.125,False,711
2022-06-22 10:20:59.4,1.140,False,711
2022-06-22 10:20:59.6,1.154,False,711
2022-06-22 10:20:59.8,1.170,False,711
2022-06-22 10:21:00.0,1.186,False,711
2022-06-22 10:21:00.2,1.200,False,711
2022-06-22 10:21:00.4,1.216,False,711
2022-06-22 10:21:00.6,1.231,False,711
2022-06-22 10:21:00.8,1.248,False,711
2022-06-22 10:21:01.0,1.264,False,711
2022-06-22 10:21:01.2,1.279,False,711
2022-06-22 10:21:01.4,1.295,False,711
2022-06-22 10:21:01.6,1.311,False,711
2022-06-22 10:21:01.8,1.327,False,711
2022-06-22 10:21:02.0,1.343,False,711
2022-06-22 10:21:02.2,1.358,False,711
2022-06-22 10:21:02.4,1.375,False,711
2022-06-22 10:21:02.6,1.391,False,711
2022-06-22 10:21:02.8,1.407,False,711
2022-06-22 10:21:03.0,1.423,False,711
2022-06-22 10:21:03.2,1.439,False,711
2022-06-22 10:21:03.4,0.973,False,710
2022-06-22 10:21:03.6,0.989,False,710
2022-06-22 10:21:03.8,1.005,False,710
2022-06-22 10:21:04.0,1.021,False,710
2022-06-22 10:21:04.2,1.038,False,710
2022-06-22 10:21:04.4,1.055,False,710
2022-06-22 10:21:04.6,1.070,False,710
2022-06-22 10:21:04.8,1.088,False,710
2022-06-22 10:21:05.0,1.104,False,710
2022-06-22 10:21:05.2,1.121,False,710
2022-06-22 10:21:05.4,1.138,False,710
2022-06-22 10:21:05.6,1.154,False,710
2022-06-22 10:21:05.8,1.171,False,710
2022-06-22 10:21:06.0,1.188,False,710
2022-06-22 10:21:06.2,1.203,False,710
2022-06-22 10:21:06.4,1.219,False,710
2022-06-22 10:21:06.6,1.233,False,710
2022-06-22 10:21:06.8,0.961,False,710
2022-06-22 10:21:07.0,0.976,False,710
2022-06-22 10:21:07.2,0.990,False,710
2022-06-22 10:21:07.4,1.005,False,710
2022-06-22 10:21:07.6,1.019,False,710
