ATC_DRIVER_EMERG_MODE-10.csv,,Core 1,,,,,,,,,,,,,,,,,,Core 2,,,,,,,,,,,,,,,,,
,Timestamp,Cabin of driver,Filtered Stop,C1 V TF 2 block id,C2 V TF 2 block id,VIO1_SafetyInput_03,VIO1_SafetyInput_04,VIO1_SafetyInput_08,VIO1_SafetyInput_10,VIO2_SafetyInput_03,VIO2_SafetyInput_04,VIO2_SafetyInput_08,VIO2_SafetyInput_10,VIO1_FDI1_6,VIO1_FDI1_7,VIO2_FDI1_6,VIO2_FDI1_7,CABS_Available,ATO_Available,Cabin of driver,Filtered Stop,C1 V TF 2 block id,C2 V TF 2 block id,VIO1_SafetyInput_03,VIO1_SafetyInput_04,VIO1_SafetyInput_08,VIO1_SafetyInput_10,VIO2_SafetyInput_03,VIO2_SafetyInput_04,VIO2_SafetyInput_08,VIO2_SafetyInput_10,VIO1_FDI1_6,VIO1_FDI1_7,VIO2_FDI1_6,VIO2_FDI1_7,CABS_Available,ATO_Available
,2022-07-29 16:03:34.8,2,False,937,937,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,True,False,,,,,,,,,,,,,,,,,,
,2022-07-29 16:03:56.4,2,False,936,936,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,True,False,,,,,,,,,,,,,,,,,,
,2022-07-29 16:03:56.6,2,False,936,936,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,Undefined,,,,,,,,,,,,,,,,,,
,2022-07-29 16:04:06.6,2,False,936,936,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False,,,,,,,,,,,,,,,,,,
,2022-07-29 16:04:11.0,2,False,936,935,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False,,,,,,,,,,,,,,,,,,
,2022-07-29 16:04:11.1,2,False,935,935,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False,,,,,,,,,,,,,,,,,,
,2022-07-29 16:04:25.7,2,False,935,934,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False,,,,,,,,,,,,,,,,,,
,2022-07-29 16:04:25.8,2,False,934,934,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False,,,,,,,,,,,,,,,,,,
,2022-07-29 16:04:27.4,2,False,934,934,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,Undefined,,,,,,,,,,,,,,,,,,
,2022-07-29 16:04:29.0,2,False,934,934,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False,,,,,,,,,,,,,,,,,,
,2022-07-29 16:04:32.3,2,False,933,934,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False,,,,,,,,,,,,,,,,,,
,2022-07-29 16:04:32.5,2,False,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False,,,,,,,,,,,,,,,,,,
,2022-07-29 16:04:34.8,2,False,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,False,Undefined,,,,,,,,,,,,,,,,,,
,2022-07-29 16:04:36.4,2,False,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,False,False,,,,,,,,,,,,,,,,,,
,2022-07-29 16:04:38.0,2,False,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,True,Undefined,,,,,,,,,,,,,,,,,,
,2022-07-29 16:04:42.4,2,False,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,True,False,,,,,,,,,,,,,,,,,,
,2022-07-29 16:04:54.2,2,False,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,Undefined,,,,,,,,,,,,,,,,,,
,2022-07-29 16:04:55.6,2,False,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False,,,,,,,,,,,,,,,,,,
,2022-07-29 16:05:02.6,2,False,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,Undefined,,,,,,,,,,,,,,,,,,
,2022-07-29 16:05:11.6,2,True,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,Undefined,,,,,,,,,,,,,,,,,,
,2022-07-29 16:05:14.2,2,True,933,933,True,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,Undefined,,,,,,,,,,,,,,,,,,
29.07.2022.15h55-16h05.8002c0_0000989277,2022-07-29 15:55:54.2,,,,,,,,,,,,,,,,,,,2,False,939,939,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
,2022-07-29 15:55:59.6,,,,,,,,,,,,,,,,,,,2,False,938,938,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
,2022-07-29 15:55:59.9,,,,,,,,,,,,,,,,,,,2,False,938,939,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
,2022-07-29 15:56:00.1,,,,,,,,,,,,,,,,,,,2,False,938,939,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,Undefined
,2022-07-29 15:56:00.3,,,,,,,,,,,,,,,,,,,2,False,938,938,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,Undefined
,2022-07-29 15:56:23.7,,,,,,,,,,,,,,,,,,,2,False,938,938,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
,2022-07-29 15:56:25.7,,,,,,,,,,,,,,,,,,,2,True,938,938,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
,2022-07-29 16:02:31.0,,,,,,,,,,,,,,,,,,,2,False,938,938,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
,2022-07-29 16:02:32.5,,,,,,,,,,,,,,,,,,,2,False,938,937,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
,2022-07-29 16:02:33.8,,,,,,,,,,,,,,,,,,,2,False,937,937,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
,2022-07-29 16:02:41.1,,,,,,,,,,,,,,,,,,,2,False,937,937,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,False,Undefined
,2022-07-29 16:02:45.1,,,,,,,,,,,,,,,,,,,2,False,937,937,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,False,False
,2022-07-29 16:03:24.9,,,,,,,,,,,,,,,,,,,2,False,937,937,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,True,Undefined
,2022-07-29 16:03:34.9,,,,,,,,,,,,,,,,,,,2,False,937,937,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,True,False
,2022-07-29 16:03:56.4,,,,,,,,,,,,,,,,,,,2,False,937,936,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,True,False
,2022-07-29 16:03:56.5,,,,,,,,,,,,,,,,,,,2,False,936,936,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,True,False
,2022-07-29 16:03:56.7,,,,,,,,,,,,,,,,,,,2,False,936,936,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,Undefined
,2022-07-29 16:04:06.7,,,,,,,,,,,,,,,,,,,2,False,936,936,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
,2022-07-29 16:04:11.0,,,,,,,,,,,,,,,,,,,2,False,936,935,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
,2022-07-29 16:04:11.2,,,,,,,,,,,,,,,,,,,2,False,935,935,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
,2022-07-29 16:04:25.8,,,,,,,,,,,,,,,,,,,2,False,935,934,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
,2022-07-29 16:04:25.9,,,,,,,,,,,,,,,,,,,2,False,934,934,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
,2022-07-29 16:04:27.5,,,,,,,,,,,,,,,,,,,2,False,934,934,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,Undefined
,2022-07-29 16:04:29.1,,,,,,,,,,,,,,,,,,,2,False,934,934,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
,2022-07-29 16:04:32.5,,,,,,,,,,,,,,,,,,,2,False,933,934,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
,2022-07-29 16:04:32.6,,,,,,,,,,,,,,,,,,,2,False,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
,2022-07-29 16:04:34.9,,,,,,,,,,,,,,,,,,,2,False,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,False,Undefined
,2022-07-29 16:04:36.5,,,,,,,,,,,,,,,,,,,2,False,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,False,False
,2022-07-29 16:04:38.1,,,,,,,,,,,,,,,,,,,2,False,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,True,Undefined
,2022-07-29 16:04:42.5,,,,,,,,,,,,,,,,,,,2,False,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,True,False
,2022-07-29 16:04:54.3,,,,,,,,,,,,,,,,,,,2,False,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,Undefined
,2022-07-29 16:04:55.7,,,,,,,,,,,,,,,,,,,2,False,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
,2022-07-29 16:05:02.7,,,,,,,,,,,,,,,,,,,2,False,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,Undefined
,2022-07-29 16:05:11.7,,,,,,,,,,,,,,,,,,,2,True,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,Undefined
,2022-07-29 16:05:14.3,,,,,,,,,,,,,,,,,,,2,True,933,933,True,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,Undefined
,2022-07-29 16:05:48.7,,,,,,,,,,,,,,,,,,,2,True,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,Undefined
,2022-07-29 16:05:50.3,,,,,,,,,,,,,,,,,,,2,False,933,933,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,Undefined
,2022-07-29 16:05:52.7,,,,,,,,,,,,,,,,,,,2,False,932,932,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,Undefined
,2022-07-29 16:05:53.1,,,,,,,,,,,,,,,,,,,2,False,932,932,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
,2022-07-29 16:05:54.4,,,,,,,,,,,,,,,,,,,2,False,931,931,False,False,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,False,False,Undefined,Undefined,Undefined,False
